Instance,Income
112248,102910.1667
112249,13898.30508
112250,40648.7277
112251,48243.58632
112252,49321.8267
112253,61259.70404
112254,267778.4382
112255,35437.61308
112256,51456.59281
112257,35836.28995
112258,466624.0759
112259,207059.9898
112260,101051.1008
112261,382226.2508
112262,96904.1725
112263,42856.21261
112264,98077.24824
112265,14934.70013
112266,34887.05859
112267,60301.33997
112268,45123.9247
112269,431187.6275
112270,27644.13285
112271,88445.80264
112272,82098.46003
112273,162137.9155
112274,33928.95279
112275,170270.2959
112276,168417.6132
112277,77877.24475
112278,38232.89124
112279,19737.54236
112280,134094.5989
112281,73499.38518
112282,210420.229
112283,104625.7703
112284,61580.16662
112285,69373.22313
112286,36653.32265
112287,37719.26428
112288,76455.84988
112289,268449.6854
112290,238184.9568
112291,26924.36969
112292,574063.0409
112293,29515.48166
112294,302791.4468
112295,30286.96943
112296,267560.868
112297,59327.83699
112298,62611.82263
112299,36884.77906
112300,14598.04012
112301,34964.01252
112302,31305.58097
112303,36498.09934
112304,135107.3767
112305,26726.59895
112306,52092.06931
112307,45859.6412
112308,126452.0197
112309,51076.07484
112310,34600.42799
112311,89854.50554
112312,107324.612
112313,112535.43
112314,40796.47097
112315,175970.2838
112316,45361.01249
112317,16408.06762
112318,26240.4553
112319,24879.03836
112320,675542.5289
112321,61432.14136
112322,18667.05962
112323,128807.7885
112324,388844.9162
112325,196456.5597
112326,104093.808
112327,205596.7322
112328,114295.9243
112329,101728.7768
112330,464719.0437
112331,329891.0663
112332,201551.0528
112333,323392.7592
112334,195071.6182
112335,49616.10365
112336,33598.64904
112337,309568.6467
112338,293209.5876
112339,288035.3088
112340,45906.28933
112341,799370.4291
112342,12630.56139
112343,42606.78823
112344,31071.27712
112345,33731.99456
112346,59565.23133
112347,20903.01762
112348,21556.36139
112349,26538.84468
112350,88977.7812
112351,35506.3201
112352,40214.06683
112353,135.5906349
112354,107237.5889
112355,60343.56374
112356,64219.17806
112357,61565.24492
112358,91313.56421
112359,44172.04444
112360,17586.29063
112361,174756.4342
112362,53640.93994
112363,66385.87705
112364,30730.53835
112365,9415.430161
112366,17736.69823
112367,22501.92868
112368,48839.72673
112369,157288.9766
112370,28981.56846
112371,397800.207
112372,101375.678
112373,73645.94234
112374,10971.62137
112375,27427.67746
112376,93696.93411
112377,118911.9837
112378,71411.27268
112379,113388.6253
112380,77788.64611
112381,78720.13927
112382,126010.1637
112383,27440.86465
112384,142078.2212
112385,7473.036054
112386,177497.6306
112387,51635.55815
112388,37589.10087
112389,21633.2555
112390,8060.31021
112391,26137.88142
112392,118805.9673
112393,60136.43742
112394,48805.91756
112395,107324.612
112396,124101.5661
112397,45237.23245
112398,361067.7587
112399,99111.91479
112400,89333.38734
112401,108463.0893
112402,729277.2451
112403,138217.382
112404,106819.8083
112405,60156.60388
112406,26106.52739
112407,9395.267216
112408,23581.362
112409,43006.38947
112410,22544.99131
112411,139717.2314
112412,95426.77165
112413,24916.03717
112414,66123.12904
112415,129131.8977
112416,61551.4268
112417,107396.0991
112418,61433.62603
112419,223733.2906
112420,50474.31076
112421,271269.677
112422,114586.8471
112423,50626.28551
112424,9673.391509
112425,40140.38329
112426,96457.41669
112427,328331.0018
112428,144876.2262
112429,8903.238302
112430,13662.85353
112431,140455.8991
112432,36009.1135
112433,44997.46232
112434,43590.65345
112435,85378.19843
112436,47426.46898
112437,76811.79854
112438,116809.1707
112439,45690.36641
112440,244810.2494
112441,38337.21307
112442,324927.5644
112443,47024.86136
112444,24196.53737
112445,65413.57371
112446,341181.6978
112447,624542.2208
112448,66571.89954
112449,84686.91524
112450,37104.75356
112451,102901.1961
112452,15166.05506
112453,23816.41275
112454,101596.133
112455,780529.173
112456,54995.17695
112457,170131.2362
112458,103915.549
112459,49756.01088
112460,43154.48015
112461,528939.0888
112462,100434.1349
112463,47000.79508
112464,58910.55094
112465,145307.5955
112466,167223.7257
112467,48444.81336
112468,39818.16123
112469,52241.45538
112470,43608.50461
112471,51022.56922
112472,191063.7341
112473,65512.44513
112474,18005.14742
112475,75547.88472
112476,90464.747
112477,33321.01678
112478,73220.68724
112479,11240.72833
112480,63875.26897
112481,159501.7097
112482,33571.40924
112483,294579.4621
112484,44022.49542
112485,107155.3891
112486,20081.74611
112487,21715.14755
112488,181074.4756
112489,46570.94467
112490,354381.0382
112491,75000.83958
112492,47095.85415
112493,323735.3132
112494,13490.35827
112495,107324.612
112496,26184.53351
112497,230396.783
112498,10308.44884
112499,61248.28583
112500,8349.415233
112501,55256.19419
112502,66144.02636
112503,49664.3816
112504,36415.75647
112505,28183.92569
112506,54881.14096
112507,72373.63536
112508,78589.94104
112509,14089.51461
112510,34925.75851
112511,134527.6885
112512,11149.83004
112513,107324.612
112514,38014.88931
112515,83394.99714
112516,84210.32012
112517,8355.345576
112518,79613.04353
112519,21718.59098
112520,17003.01523
112521,153809.8928
112522,59637.07875
112523,21855.1259
112524,79595.37748
112525,8700.801899
112526,19304.76344
112527,40973.05868
112528,25412.20941
112529,30040.93302
112530,102020.5235
112531,121036.5295
112532,179524.0529
112533,111442.1579
112534,229286.9284
112535,71183.8999
112536,126789.5748
112537,32446.84745
112538,14561.09629
112539,168761.835
112540,26993.34534
112541,88033.21151
112542,234791.8589
112543,104692.8701
112544,283021.8926
112545,36337.94066
112546,31652.91755
112547,106600.4102
112548,665880.4461
112549,90269.0948
112550,84828.04938
112551,13026.81575
112552,149390.5658
112553,42166.60299
112554,83195.14777
112555,25438.17679
112556,90573.14485
112557,44056.32616
112558,101403.7797
112559,34720.16471
112560,30858.93687
112561,168954.4939
112562,20726.58965
112563,154949.3537
112564,386841.754
112565,113984.9862
112566,29250.23609
112567,45359.16987
112568,17040.55773
112569,107324.612
112570,40649.03385
112571,144145.1817
112572,163170.6885
112573,24942.43173
112574,62188.6012
112575,79671.23828
112576,73414.9912
112577,107324.612
112578,366304.4475
112579,96641.92391
112580,112064.7714
112581,31546.31845
112582,14704.82368
112583,10199.05492
112584,216379.2861
112585,25167.50907
112586,25247.31627
112587,149958.8754
112588,69088.33008
112589,207634.5031
112590,10999.54398
112591,190001.4114
112592,30471.62894
112593,19103.39253
112594,35010.71776
112595,31504.17118
112596,66243.92187
112597,49092.39886
112598,41286.67058
112599,6107.523631
112600,27460.78852
112601,132007.1297
112602,29547.00384
112603,66934.48881
112604,161674.5275
112605,24837.67082
112606,55479.40332
112607,36091.94626
112608,91198.87612
112609,157956.1122
112610,74497.98024
112611,206022.0666
112612,140728.1743
112613,99450.18263
112614,178759.9131
112615,56506.51507
112616,88874.59713
112617,58639.94156
112618,355199.3382
112619,46400.19274
112620,30244.37194
112621,30294.68756
112622,85504.17786
112623,78829.41549
112624,45358.31844
112625,56003.62349
112626,105091.1131
112627,33109.7469
112628,44378.14624
112629,53505.73955
112630,47694.15022
112631,71666.32138
112632,215807.5668
112633,111819.5209
112634,55389.33019
112635,70664.62495
112636,78252.00365
112637,170506.1311
112638,19883.72106
112639,51102.68696
112640,33699.6284
112641,30471.81649
112642,252490.3573
112643,37322.31713
112644,113499.7692
112645,65541.21756
112646,12017.42144
112647,32940.46994
112648,58298.31287
112649,24597.13702
112650,13484.50648
112651,37289.03927
112652,15306.08222
112653,37145.8447
112654,40697.92435
112655,36205.05344
112656,21891.28894
112657,246508.0449
112658,603929.2278
112659,92820.86672
112660,56877.99186
112661,204047.4387
112662,82454.93871
112663,123360.1221
112664,244510.9373
112665,433408.7314
112666,90593.25422
112667,27008.93559
112668,107324.612
112669,105226.7835
112670,8145.68813
112671,206038.3918
112672,111230.8207
112673,74324.87017
112674,22066.64975
112675,51010.03999
112676,33173.3655
112677,43317.04166
112678,15220.43427
112679,97849.89377
112680,111561.1181
112681,22328.50887
112682,100479.0738
112683,7803.326897
112684,231967.5412
112685,39159.96775
112686,29972.15555
112687,20298.29741
112688,26801.24222
112689,126431.9378
112690,28132.51624
112691,59966.6334
112692,32981.65724
112693,103677.7808
112694,35264.35732
112695,142773.5709
112696,149696.5205
112697,91610.72649
112698,67974.53016
112699,461588.02
112700,192145.1909
112701,430746.1429
112702,126327.5529
112703,33497.60075
112704,30450.88859
112705,220221.2857
112706,69030.37076
112707,32971.67055
112708,121575.6566
112709,154068.9144
112710,56860.73694
112711,83535.34336
112712,47734.3286
112713,32181.83931
112714,97493.42566
112715,83660.42917
112716,36780.88044
112717,15905.54368
112718,77611.37074
112719,36159.91891
112720,29810.38772
112721,33045.60091
112722,45215.74067
112723,26683.47432
112724,71638.43544
112725,59623.85291
112726,6017.863795
112727,73832.20996
112728,153885.649
112729,53889.6388
112730,41465.5611
112731,56150.50044
112732,18138.28895
112733,61795.02364
112734,249419.4874
112735,19156.99803
112736,71854.85306
112737,61461.385
112738,419390.9746
112739,29811.65638
112740,60007.11462
112741,13740.77037
112742,15084.97627
112743,32788.84609
112744,104581.6863
112745,175191.1887
112746,39103.11238
112747,101790.3656
112748,420944.051
112749,55206.59244
112750,9389.738369
112751,107324.612
112752,42061.17028
112753,17351.80486
112754,92324.42135
112755,45518.1509
112756,60874.19904
112757,69135.34483
112758,16427.8381
112759,6245.919849
112760,41940.78463
112761,140219.9257
112762,324297.6823
112763,28736.55184
112764,143538.9894
112765,53392.5981
112766,71106.60957
112767,624283.2045
112768,15166.84734
112769,76744.43225
112770,38999.94686
112771,58247.60479
112772,19205.35012
112773,103504.2934
112774,20025.99192
112775,55077.51798
112776,36115.92089
112777,27123.22752
112778,746331.8031
112779,165369.7648
112780,143682.3765
112781,92270.38785
112782,34609.89762
112783,40571.68289
112784,35828.10402
112785,16387.0123
112786,67491.04911
112787,39024.56308
112788,43064.7754
112789,74605.78086
112790,133477.5116
112791,211120.4036
112792,8538.296963
112793,62947.53549
112794,655488.6762
112795,30350.49498
112796,38360.20582
112797,65821.53492
112798,64772.73483
112799,117668.4147
112800,38546.40726
112801,7179.643028
112802,154774.7417
112803,450061.7528
112804,22752.65209
112805,62427.05336
112806,22164.79768
112807,23464.48422
112808,278875.0109
112809,41071.67554
112810,157429.4263
112811,161366.5451
112812,71697.93931
112813,200947.2761
112814,52295.06621
112815,43142.95874
112816,36104.40813
112817,55392.51437
112818,58449.84428
112819,78120.93682
112820,352214.3369
112821,26591.28974
112822,44025.88287
112823,42049.48109
112824,27337.31828
112825,65171.61835
112826,82102.53739
112827,46239.01041
112828,69526.2162
112829,22649.86224
112830,75716.20405
112831,98574.65751
112832,60863.48513
112833,102725.5117
112834,42665.69101
112835,119467.0803
112836,32353.39861
112837,126357.2968
112838,419852.365
112839,56008.38949
112840,122387.775
112841,68951.55148
112842,224446.5094
112843,39443.85755
112844,24107.6116
112845,52947.01535
112846,229789.805
112847,54573.55695
112848,172871.257
112849,136718.0172
112850,165679.6301
112851,232537.9367
112852,22112.78689
112853,317530.663
112854,34577.63058
112855,350332.1199
112856,42418.96145
112857,23537.82775
112858,60368.94028
112859,163311.5701
112860,34835.29493
112861,205937.0667
112862,20512.86854
112863,70009.21044
112864,220415.5847
112865,7094.660711
112866,216328.5458
112867,11465.36461
112868,30148.56759
112869,85119.78579
112870,80771.35118
112871,169037.7161
112872,37859.45051
112873,174089.2577
112874,90467.57071
112875,71382.31846
112876,280339.1688
112877,61927.57857
112878,311851.6406
112879,305446.5319
112880,59200.78784
112881,36147.85391
112882,480846.1585
112883,33306.07789
112884,24155.83588
112885,39444.40621
112886,122327.0408
112887,20995.41534
112888,79329.77324
112889,79234.5819
112890,177746.1225
112891,109800.8922
112892,59098.39943
112893,31253.35162
112894,280058.4212
112895,19634.48791
112896,2739.147158
112897,42350.71236
112898,158941.5098
112899,27718.24075
112900,49607.9924
112901,67538.60709
112902,27465.77975
112903,211169.0998
112904,192006.8354
112905,45101.41045
112906,54821.49979
112907,3601.860299
112908,6867.615806
112909,501341.3428
112910,107572.312
112911,62706.7842
112912,68646.47342
112913,92139.32134
112914,12694.80956
112915,198086.9575
112916,317807.5915
112917,75309.12163
112918,82649.40091
112919,55622.02405
112920,30515.64491
112921,16764.36838
112922,142505.5222
112923,100351.4774
112924,62457.58257
112925,221433.9302
112926,6294.207506
112927,12151.11643
112928,32748.09647
112929,73517.6049
112930,371338.2101
112931,75675.43115
112932,179447.3706
112933,13218.4533
112934,67364.84401
112935,61896.68229
112936,141603.7772
112937,437541.7028
112938,53099.72509
112939,23597.62765
112940,50803.16732
112941,580652.0457
112942,20532.63171
112943,318068.919
112944,61650.00818
112945,108817.6562
112946,45843.25753
112947,30481.27591
112948,45298.69361
112949,50982.35694
112950,134083.6041
112951,56766.55349
112952,21466.66185
112953,37010.82369
112954,76053.86671
112955,20145.39433
112956,23032.96272
112957,7626.625745
112958,615617.7314
112959,111646.0202
112960,38407.43616
112961,303887.7364
112962,88368.40597
112963,125629.3777
112964,50788.50367
112965,40813.37661
112966,507809.3567
112967,41734.97585
112968,18917.43186
112969,50930.36422
112970,18515.44911
112971,69527.36555
112972,184766.9176
112973,47845.34405
112974,67782.8436
112975,45189.60199
112976,28363.4827
112977,15419.94503
112978,105402.4174
112979,254451.5791
112980,611788.1541
112981,61526.61935
112982,43756.32457
112983,98852.85759
112984,24678.18078
112985,14867.78715
112986,30339.57295
112987,31038.31596
112988,31597.54722
112989,70211.26726
112990,66340.43428
112991,29475.28804
112992,14022.81502
112993,116602.5453
112994,8579.616762
112995,207920.3463
112996,23947.83837
112997,365891.6521
112998,41848.35546
112999,44941.92297
113000,21345.85861
113001,29580.75954
113002,14857.01789
113003,78120.6841
113004,91049.51407
113005,15081.13003
113006,45217.60263
113007,23699.05547
113008,17777.46687
113009,25923.4981
113010,36598.80131
113011,27979.49064
113012,19800.21127
113013,50256.71173
113014,122058.9295
113015,142270.6543
113016,392101.4067
113017,92466.55148
113018,42894.52948
113019,172608.2185
113020,54379.07252
113021,37917.02354
113022,57100.65521
113023,34695.07398
113024,60784.31165
113025,10330.00198
113026,10129.91734
113027,42964.99315
113028,26830.62776
113029,179647.042
113030,38935.4528
113031,52856.69443
113032,8523.027358
113033,104862.9678
113034,36282.07614
113035,53767.5417
113036,198986.5898
113037,73686.65794
113038,68038.2733
113039,63201.90424
113040,34266.21206
113041,15064.18487
113042,212129.4294
113043,28232.05358
113044,364730.8524
113045,844784.2884
113046,48500.49585
113047,18957.89235
113048,30505.86452
113049,159243.9619
113050,103855.5896
113051,172313.3567
113052,11174.03565
113053,88101.08682
113054,46192.02458
113055,49430.82802
113056,63403.26526
113057,25958.0497
113058,22683.83334
113059,66616.92716
113060,61440.02897
113061,51502.74058
113062,55213.43623
113063,202421.7205
113064,95492.90677
113065,57220.36044
113066,16367.88226
113067,58584.23647
113068,94883.93795
113069,13603.89176
113070,93901.42285
113071,161076.4188
113072,32136.47416
113073,315332.7225
113074,196133.238
113075,31273.09819
113076,102895.9451
113077,57177.94414
113078,59272.75897
113079,50197.32135
113080,63553.54795
113081,110699.7371
113082,28474.56586
113083,54219.95896
113084,79611.00289
113085,23314.08363
113086,224528.1536
113087,828576.9108
113088,41837.36039
113089,335236.8642
113090,16100.69189
113091,55154.70456
113092,87072.41186
113093,43623.67063
113094,135814.1762
113095,147933.3209
113096,31143.79164
113097,29825.35518
113098,282336.0312
113099,11042.96352
113100,45218.88906
113101,277011.8704
113102,293352.1956
113103,46276.7082
113104,22852.31238
113105,11585.77206
113106,143512.1197
113107,103416.5717
113108,116047.6419
113109,19717.61086
113110,51794.25123
113111,100428.1567
113112,89273.40048
113113,140369.3311
113114,33395.66449
113115,88959.09405
113116,73637.01498
113117,191837.0598
113118,4934.346759
113119,171766.086
113120,83276.00517
113121,39932.08625
113122,126272.3246
113123,352333.3496
113124,22172.63266
113125,192209.6622
113126,116442.7091
113127,81281.9743
113128,27478.3169
113129,165213.3406
113130,103819.2211
113131,51102.36356
113132,101057.6581
113133,69140.55006
113134,442292.056
113135,91526.84283
113136,105880.5231
113137,20741.95507
113138,74641.80479
113139,102034.3253
113140,147154.6173
113141,73838.75297
113142,18301.0292
113143,50971.50585
113144,209383.1619
113145,76547.4229
113146,90854.24774
113147,26009.24804
113148,212727.5427
113149,55034.60574
113150,28147.51695
113151,31339.62258
113152,50711.64375
113153,172324.7021
113154,71608.70714
113155,47074.56496
113156,701111.8708
113157,174729.9616
113158,38216.1362
113159,221333.3362
113160,18756.23089
113161,172031.6366
113162,44004.89842
113163,26688.45222
113164,51218.56489
113165,327166.4466
113166,22431.97539
113167,118887.0613
113168,58221.75599
113169,42183.26337
113170,180921.0825
113171,62828.41317
113172,142808.3789
113173,13892.71133
113174,104648.6119
113175,48181.61898
113176,86486.22613
113177,95385.18275
113178,28619.12994
113179,12029.09247
113180,22687.96854
113181,48848.27681
113182,25363.8217
113183,24576.74579
113184,44539.88564
113185,100379.2825
113186,132027.5463
113187,226552.9986
113188,29998.63576
113189,154310.1723
113190,23938.30342
113191,11957.20339
113192,25825.8277
113193,100831.2049
113194,50817.59582
113195,215006.4204
113196,31521.61475
113197,621276.8436
113198,90235.25371
113199,76041.79938
113200,26963.28573
113201,36919.81477
113202,15580.39489
113203,24837.98145
113204,130661.3088
113205,575945.631
113206,87475.07808
113207,24314.50106
113208,204580.7614
113209,97482.68162
113210,109710.1174
113211,27129.6802
113212,96552.78096
113213,66411.148
113214,33612.12421
113215,73832.95249
113216,80668.68019
113217,15652.30157
113218,50224.64837
113219,9605.821652
113220,150146.0703
113221,14095.42431
113222,17352.20697
113223,152272.0732
113224,31049.63042
113225,66457.25386
113226,31258.52834
113227,77718.68075
113228,38742.73469
113229,4402.261042
113230,34373.12792
113231,30089.10846
113232,265545.7338
113233,60681.06476
113234,39549.30477
113235,262091.5964
113236,59069.53342
113237,197022.4135
113238,85572.76342
113239,25140.76798
113240,95077.09016
113241,90275.48435
113242,115551.3986
113243,70526.73137
113244,30110.76532
113245,88856.54393
113246,81463.84666
113247,60299.47899
113248,54417.80958
113249,95423.86025
113250,315108.6814
113251,78846.28917
113252,59169.41773
113253,11544.73249
113254,62296.16712
113255,180667.825
113256,30305.27812
113257,107324.612
113258,107324.612
113259,20118.48425
113260,137541.0901
113261,18191.15941
113262,61362.96106
113263,435076.7405
113264,7874.068124
113265,61903.27636
113266,161415.3003
113267,91008.79846
113268,226624.001
113269,28766.15342
113270,32140.06291
113271,264668.5349
113272,31031.99288
113273,59079.42369
113274,208181.5587
113275,28259.21686
113276,5770.432095
113277,9305.524043
113278,421730.9316
113279,81455.1027
113280,87089.42896
113281,144045.142
113282,40481.88143
113283,67806.1894
113284,391092.4264
113285,31525.47826
113286,70073.97485
113287,133899.6484
113288,79779.15418
113289,92376.18224
113290,37221.9389
113291,36705.79329
113292,333510.7793
113293,11888.73101
113294,32706.33131
113295,422181.234
113296,24419.58776
113297,31376.88198
113298,47222.58003
113299,51348.94017
113300,50593.28678
113301,28361.4445
113302,127106.1718
113303,64108.21897
113304,122056.3274
113305,43780.87016
113306,27217.66417
113307,163265.7396
113308,39612.71505
113309,142114.3913
113310,9045.699349
113311,63804.91546
113312,38323.06077
113313,168691.2284
113314,31759.79914
113315,105440.2205
113316,62299.39876
113317,73876.09624
113318,28045.00793
113319,22142.6532
113320,80304.75082
113321,28541.48503
113322,36934.0624
113323,52568.36675
113324,6818.527408
113325,8164.59112
113326,33332.42621
113327,55428.65443
113328,20520.09037
113329,283654.1519
113330,151643.5344
113331,9346.023044
113332,52586.23586
113333,209707.8885
113334,27672.52139
113335,8100.120661
113336,111254.4423
113337,9692.446721
113338,87268.78047
113339,37356.43743
113340,107324.612
113341,143694.8537
113342,75401.08138
113343,18385.478
113344,19220.89099
113345,13245.78392
113346,54763.06706
113347,82447.94736
113348,103645.4192
113349,42635.38974
113350,33471.15458
113351,157112.3602
113352,38855.67612
113353,86279.20334
113354,34158.5461
113355,182366.7864
113356,102784.9612
113357,10500.05856
113358,119375.7994
113359,7645.207456
113360,134531.7967
113361,188280.0285
113362,149716.2051
113363,58152.88152
113364,48325.22596
113365,84436.08996
113366,29080.55149
113367,78215.06162
113368,31855.69454
113369,107797.7752
113370,30624.34958
113371,124590.4629
113372,32224.86101
113373,103292.9091
113374,281199.4237
113375,125751.9145
113376,95364.01895
113377,27421.01536
113378,148110.4326
113379,184118.9836
113380,32643.75113
113381,164955.0794
113382,299490.0318
113383,30543.92377
113384,107324.612
113385,216525.2525
113386,32981.01068
113387,167237.6763
113388,79148.15325
113389,25905.51881
113390,122164.9607
113391,34990.3682
113392,18139.1318
113393,58858.30492
113394,21610.05801
113395,56304.38799
113396,17745.93603
113397,28073.16983
113398,21676.52277
113399,51038.35542
113400,407221.4917
113401,25778.90789
113402,345280.3174
113403,238603.9943
113404,25847.40506
113405,65450.34099
113406,18667.93097
113407,184296.0553
113408,143763.231
113409,73652.48599
113410,119056.0403
113411,45687.88259
113412,67060.26801
113413,613386.1535
113414,49241.31311
113415,17863.76826
113416,94827.86334
113417,543353.5296
113418,339691.5483
113419,32849.66727
113420,29157.87405
113421,30657.19832
113422,174127.3214
113423,53748.16583
113424,50764.77541
113425,51303.02274
113426,104194.107
113427,139676.3353
113428,177841.319
113429,175574.2323
113430,234741.8877
113431,132463.3064
113432,40517.31853
113433,54490.3397
113434,13189.0555
113435,23513.23492
113436,81352.37567
113437,32009.64042
113438,30620.03162
113439,89273.90357
113440,112442.7328
113441,16634.47393
113442,134514.3673
113443,152555.3485
113444,136624.5551
113445,60330.39403
113446,19488.40156
113447,28506.73478
113448,29283.7739
113449,83920.85772
113450,135473.3188
113451,39138.36322
113452,110056.717
113453,185262.8317
113454,251055.5834
113455,48309.99405
113456,31175.59469
113457,42132.22414
113458,73523.42217
113459,44693.89333
113460,47826.3795
113461,1752.24573
113462,40679.0212
113463,15523.51141
113464,79593.44792
113465,2570.460718
113466,24127.13935
113467,30283.06412
113468,141002.3632
113469,27778.31496
113470,39033.02145
113471,27150.19517
113472,743842.6158
113473,223503.5104
113474,62710.58268
113475,51924.6745
113476,44040.81622
113477,134936.1528
113478,282379.8482
113479,149204.445
113480,157204.075
113481,350290.2339
113482,48474.17495
113483,18680.85282
113484,67285.0519
113485,79996.61015
113486,12042.43825
113487,96015.07111
113488,20313.46289
113489,117370.2862
113490,110452.0673
113491,213848.1138
113492,27925.77966
113493,88582.96212
113494,31247.09762
113495,129833.5706
113496,48473.11679
113497,148601.963
113498,48081.2902
113499,36761.65627
113500,84193.26527
113501,40409.32297
113502,214947.0472
113503,40544.2502
113504,243564.5278
113505,13137.10864
113506,6188.140193
113507,137697.8654
113508,174668.0513
113509,23197.16657
113510,193188.153
113511,128040.6794
113512,40725.51606
113513,37552.05781
113514,85286.37567
113515,21825.07603
113516,384550.7203
113517,12533.72875
113518,50815.81016
113519,158058.4044
113520,275386.4023
113521,189290.8117
113522,32052.95214
113523,107324.612
113524,93369.70972
113525,93907.92492
113526,37083.1217
113527,135007.1957
113528,59123.08305
113529,49168.8516
113530,68224.92311
113531,129558.6389
113532,41997.08984
113533,180557.6095
113534,439901.0883
113535,69745.38346
113536,37376.63065
113537,94837.835
113538,83129.75554
113539,30285.65616
113540,76131.40063
113541,28735.13422
113542,374990.7153
113543,7194.559261
113544,70223.44325
113545,120184.2146
113546,125824.3029
113547,29869.2589
113548,12598.90204
113549,40148.92887
113550,43449.72131
113551,35760.04361
113552,55788.43349
113553,13502.47804
113554,421188.7842
113555,90312.92777
